LocationID,ExactName,TownName,CountyStateProvince,Country,Continent,Ocean,LongitudeDegrees,LongitudeMinutes,EorW,LatitudeDegrees,LatitudeMinutes,NorS,LongDD,LatDD,North,East,South,West,Altitude,Area,Notes,SpatialAccuracy,LocationExtent
398,"Nagshead RSPB, Forest of Dean",Not applicable,Gloucestershire,UK - England,Europe,Not applicable,2,34,W,51,46,N,-2.566666667,51.76666667,51.8,-2.7,51.7,-2.75,,,"Mature oak plantation, considerable forestry management.",5,2
399,Old Winchester Hill National Nature Reserve,Petersfield,Hampshire,UK - England,Europe,Not applicable,1,11,W,50,53,N,-1.183333333,50.88333333,50.88,-1.2,50.88,-1.2,,,"Chalk grassland and yew, scrub. Rotational sheep grazing. Old hill fort north of Meon Valley. (SU06640 02205).",5,2
400,Oxwich National Nature Reserve,Oxwich,Swansea (Gower),UK - Wales,Europe,Not applicable,4,10,W,51,35,N,-4.166666667,51.58333333,51.6,-4.2,51.5,-4.7,,,"Dunes and variety of coastal habitats. Some management including scrub removal, mowing and path clearance.",5,2
401,Potton Wood,Potton,Bedfordshire,UK - England,Europe,Not applicable,0,21,W,52,3,N,-0.35,52.05,52.07,0.17,52.07,0.17,,,Plantation on old woodland site and area of old unmanaged coppice.,5,2
402,Radipole Lake RSPB,Weymouth,Dorset,UK - England,Europe,Not applicable,2,28,W,50,36,N,-2.466666667,50.6,50.6,-2.47,50.6,-2.47,,,None,5,2
403,Rostherne Mere National Nature Reserve,Rostherne/Mere,Cheshire,UK - England,Europe,Not applicable,2,26,W,53,20,N,-2.433333333,53.33333333,53.3,-2.43,53.3,-2.43,,,Mere surrounded by variety of habitats - Management to replace exotic trees with native.,5,2
404,Saltfleetby National Nature Reserve,North Somercotes/Louth,Lincolnshire,UK - England,Europe,Not applicable,0,10,E,53,28,N,0.166666667,53.46666667,53.4,0.17,53.4,0.17,,,"Dunes surrounded by coastal flats, saltmarsh, freshwater marsh.",5,2
405,Skomer Island,Not applicable,Pembrokeshire,UK - Wales,Europe,Not applicable,5,18,W,51,45,N,-5.3,51.75,51.73,-5.3,51.73,-5.3,25,295,"Little management, rabbit grazing.",5,3
406,Studland Heath National Nature Reserve,"Studland, Swanage",Dorset,UK - England,Europe,Not applicable,1,58,W,50,39,N,-1.966666667,50.65,50.67,-0.9,50.3,-2.03,,,"Range of habitats, minor management.",5,2
407,"Ballard Down, Swanage","Studland, Swanage",Dorset,UK - England,Europe,Not applicable,1,57,W,50,40,N,-1.95,50.66666667,50.6,-1.95,50.6,-1.95,,,Management including grazing and burning.,5,2
408,Walberswick National Nature Reserve,Walberswick,Suffolk,UK - England,Europe,Not applicable,1,39,E,52,19,N,1.65,52.31666667,52.3,1.65,52.3,1.65,,,"Reed beds surrounded by woodland, arable and heathland vegetation. Management inc. Dyke clearance, bracken cutting etc.",5,2
409,Waterperry Wood FNR,Waterperry,Oxfordshire,UK - England,Europe,Not applicable,1,7,W,51,46,N,-1.116666667,51.76666667,51.8,-1.1,51.8,-1.1,,,Northwest of Waterperry. Ancient deciduous woodland - planted oak & conifer nurse crop.,5,2
410,Woodhurst,Woodhurst,Cambridgeshire,UK - England,Europe,Not applicable,0,4,W,52,22,N,-0.066666667,52.36666667,52.37,-0.067,52.37,-0.067,,,Typical eastern England arable farmland.,5,2
411,Woodwalton Fen National Nature Reserve,Wood Walton/Holme,Cambridgeshire,UK - England,Europe,Not applicable,0,11,W,52,26,N,-0.183333333,52.43333333,52.43,-0.19,52.43,-0.19,0,208,None,5,3
412,Wye National Nature Reserve,Wye,Kent,UK - England,Europe,Not applicable,0,58,E,51,10,N,0.966666667,51.16666667,51.17,0.97,51.17,0.97,,,"Range of woodland, scrub and chalk downland habitats - Grazing.",5,2
413,Yarner Wood National Nature Reserve,"Bovey Tracey, Newton Abbot",Devon,UK - England,Europe,Not applicable,3,40,W,50,35,N,-3.666666667,50.58333333,50.6,-3.7,50.6,-3.7,,,None,5,2
414,Queens Gate,Queens Gate,Gibraltar,Gibraltar,Europe,Not applicable,5,21,W,36,9,N,-5.35,36.15,36.15,-5.35,36.15,-5.35,400,,None,4,2
415,Middle Hill,Middle Hill,Gibraltar,Gibraltar,Europe,Not applicable,5,20,W,36,10,N,-5.333333333,36.16666667,36.13,-5.33,36.13,-5.33,,0.34,None,4,4
416,"Lake Windermere, South Basin",Windermere,Cumbria,UK - England,Europe,Not applicable,2,55,W,54,20,N,-2.916666667,54.33333333,54.3,-2.92,54.3,-2.92,0,284,284ha (42% of the surface area) of the south basin is water of depth less than 10m.,4,3
417,"Koshima Islet, Southern Japan",Not applicable,Not applicable,Japan,Asia,Not applicable,135,50,E,35,0,N,135.8333333,35,31.43,131.25,31.43,131.25,,,Location of Koshima unknown. Co-ordinates of Japan given.,3,1
418,Aligarh District,Aligarh,Uttar Pradesh,India,Asia,Not applicable,78,2,E,27,55,N,78.03333333,27.91666667,27.92,78.1,27.92,78.1,,,None,3,1
419,Mount Takasaki (Takazaki) National Park,Takasaki (Takazaki),Kagoshima,Japan,Asia,Not applicable,131,0,E,32,0,N,131,32,33.25,131.5,33.25,131.5,300,,None,4,1
423,"South Arfrochie, Ythan Valley","South Arfrochie, Ythan Valley",Aberdeenshire,UK - Scotland,Europe,Not applicable,2,20,W,57,30,N,-2.333333333,57.5,57.5,-2.3,57.5,-2.3,,,None,4,1
424,"Macharmuir, Ythan Valley","Macharmuir, Ythan Valley",Aberdeenshire,UK - Scotland,Europe,Not applicable,2,15,W,57,20,N,-2.25,57.33333333,57.3,-2,57.3,-2,,,None,4,1
1020,Fyfield Down,Fyfield Down,Wiltshire,UK - England,Europe,Not applicable,1,48,W,51,17,N,-1.8,51.28333333,51.28,-1.8,51.28,-1.8,125,0.34,The area for a previous study in the same area was of area 3400m^2.,5,4
1023,William B. Umstead State Park,"Raleigh, Wake County",North Carolina,USA,North America,Not applicable,78,40,W,35,45,N,-78.66666667,35.75,35.9,-78.75,35.9,-78.75,,162,"Part of 2106ha woodland, unlogged for 30 years.",3,3
1024,Port Erin Bay,Port Erin,Isle of Man,UK - England,Europe,Not applicable,4,45,W,54,4,N,-4.75,54.06666667,54.067,-4.75,54.067,-4.75,0,,None,4,2
1025,Ngorongoro Crater,Arusha,Arusha,Tanzania,Africa,Not applicable,35,32,E,3,11,S,35.53333333,-3.183333333,-3.1,35.65,-3.25,35.5,1737,30000,Protected since 1921. Area 300 km^2.,4,2
1026,Narok District (includes 6 ranches and the Masai Mara Game Reserve),Narok,Rift Valley,Kenya,Africa,Not applicable,35,0,E,1,30,S,35,-1.5,-2,36.5,0.1,34.5,1890,1782100,"Narok District lies at 1-2¡ south and 34-36¡ east. The ranches are Siana, Koyaki, Dagurugurueti, Olkinyei, Lemek and Ol Chorro Orogwa. Altitude 1800-2650m, the altitude given is that of the station at Narok.There are many rivers in the area.",3,1
1028,Allequash Lake,"Madison, Dane County",Wisconsin,USA,North America,Not applicable,89,25,W,43,2,N,-89.41666667,43.03333333,46.03,-89.62,46.03,-89.62,,,Co-ordinates of Madison.,3,2
1029,Big Muskellunge Lake,"Madison, Dane County",Wisconsin,USA,North America,Not applicable,89,25,W,43,2,N,-89.41666667,43.03333333,46,-89.51,46,-89.51,,,Co-ordinates of Madison.,3,2
1030,Sparkling Lake,"Madison, Dane County",Wisconsin,USA,North America,Not applicable,89,25,W,43,2,N,-89.41666667,43.03333333,46,-89.7,46,-89.7,,,Co-ordinates of Madison.,3,2
1031,Trout Lake,"Madison, Dane County",Wisconsin,USA,North America,Not applicable,89,25,W,43,2,N,-89.41666667,43.03333333,46.03,-89.67,46.03,-89.67,,,Co-ordinates of Madison.,3,2
1041,"Greentuft, Lake Windermere",Greentuft,Cumbria,UK - England,Europe,Not applicable,2,55,W,54,20,N,-2.916666667,54.33333333,54.37,-2.92,54.37,-2.92,,,Approximate co-ordinates. Green Tuft is in the north basin.,3,2
1042,"Rawlinsons Nab, Lake Windermere",Rawlinsons Nab,Cumbria,UK - England,Europe,Not applicable,2,55,W,54,20,N,-2.916666667,54.33333333,54.3,-2.92,54.3,-2.92,,,Approximate co-ordinates. Rawlinson's Nab is in the south basin.,3,2
1043,"Lakeside, Lake Windermere",Lakeside,Cumbria,UK - England,Europe,Not applicable,2,55,W,54,20,N,-2.916666667,54.33333333,54.3,-2.92,54.3,-2.92,,,Approximate co-ordinates. Lakeside is in the south basin.,3,2
2000,Ober Engandin Valley,St. Moritz,Graubunden,Switzerland,Europe,Not applicable,9,50,E,46,30,N,9.833333333,46.5,46.58,9.83,46.58,9.83,,,None,3,1
2001,Itasca State Park,"Bemidji, Hubbard County",Minnesota,USA,North America,Not applicable,95,15,W,47,10,N,-95.25,47.16666667,47.17,-95.25,47.17,-95.25,,,None,4,1
2002,Stuttgart,Stuttgart,Baden-Wurttemburg,Germany,Europe,Not applicable,9,13,E,48,47,N,9.216666667,48.78333333,48.78,9.22,48.78,9.22,,,None,4,1
2003,Brevine region,Not applicable,Not applicable,Switzerland,Europe,Not applicable,6,36,E,46,58,N,6.6,46.96666667,47.2,7.5,46.75,6.5,,,None,2,1
2004,Africa,Not applicable,Not applicable,-,Africa,Not applicable,15,0,E,10,0,N,15,10,37.3167,51.3167,-34.7833,-17.5333,,,None,4,1
2005,Ste Croix,Ste Croix,Vaud,Switzerland,Europe,Not applicable,6,31,E,46,49,N,6.516666667,46.81666667,46.82,6.52,46.82,6.52,1090,,Located in the Swiss Jura mountains.,3,2
2006,Le Chenit,Le Chenit,Vaud,Switzerland,Europe,Not applicable,6,13,E,46,35,N,6.216666667,46.58333333,46.58,6.22,46.58,6.22,1020,,Located in the Swiss Jura mountains.,3,2
2007,Le Pont,Le Pont,Vaud,Switzerland,Europe,Not applicable,6,20,E,46,40,N,6.333333333,46.66666667,46.67,6.33,46.67,6.33,1010,,Located in the Swiss Jura mountains.,3,2
2008,La Brevine,La Brevine,Neuchatel,Switzerland,Europe,Not applicable,6,36,E,46,59,N,6.6,46.98333333,46.98,6.6,46.98,6.6,1040,,Located in the Swiss Jura mountains.,3,2
2009,Bulle,Bulle,Fribourg,Switzerland,Europe,Not applicable,7,4,E,46,37,N,7.066666667,46.61666667,46.62,7.07,46.62,7.07,770,,Located in the Swiss Alps.,3,2
2010,Chateau d'Oex,Chateau d'Oex,Vaud,Switzerland,Europe,Not applicable,7,8,E,46,28,N,7.133333333,46.46666667,46.47,7.13,46.47,7.13,1050,,Located in the Swiss Alps.,3,2
2011,Rougemont,Rougemont,Vaud,Switzerland,Europe,Not applicable,7,12,E,46,29,N,7.2,46.48333333,46.47,7.2,46.47,7.2,1100,,Located in the Swiss Alps.,3,2
2012,Arboldswill,Arboldswill,Not applicable,Switzerland,Europe,Not applicable,7,43,E,47,24,N,7.716666667,47.4,47.4,7.72,47.4,7.72,630,,Located in the Swiss Jura mountains.,3,2
2013,Titterten,Titterten,Not applicable,Switzerland,Europe,Not applicable,7,43,E,47,25,N,7.716666667,47.41666667,47.42,7.72,47.42,7.72,670,,Located in the Swiss Jura mountains.,3,2
2014,East Bank Yenisei/Yenisey River,Yeniseysk,Krasnoyarskiy Kray,Russian Federation,Asia,Not applicable,92,13,E,58,27,N,92.21666667,58.45,69.5,97.5,51.75,92.33,,,"Co-ordinates of Yeniseysk, the River runs North from here.",2,2
2015,West Bank Yenisei/Yenisey River,Yeniseysk,Krasnoyarskiy Kray,Russian Federation,Asia,Not applicable,92,13,E,58,27,N,92.21666667,58.45,69.5,97.5,51.75,92.33,,,"Co-ordinates of Yeniseysk, the River runs North from here.",2,2
2016,"Pussila Preserves, near Turku",Turku,Turku-pori,Finland,Europe,Not applicable,22,15,E,60,27,N,22.25,60.45,60.45,22.25,60.45,22.25,,,None,2,1
2017,"Shooting Society Tapio, SW Finland",Not applicable,Uusimaa,Finland,Europe,Not applicable,25,30,E,60,45,N,25.5,60.75,60.75,25.5,59.75,22.75,,,Approximate co-ordinates.,2,1
2018,Kamchatka Pennisula,Not applicable,Kamchatskaya Oblast,Russian Federation,Asia,Not applicable,160,0,W,55,0,N,-160,55,61,155.6,50.83,172,,,None,4,1
2019,Northern California,Not applicable,California,USA,North America,Not applicable,122,0,W,38,0,N,-122,38,42,-120,39,-124.4,,,None,3,1
2020,Localities within Pictou-Charente,Not applicable,Pictou-Charente,France,Europe,Not applicable,0,15,W,46,15,N,-0.25,46.25,46.25,-0.42,46.25,-0.42,,,The localities are Beauvoir and Brioux.,4,1
2021,Northern Scotland,Not applicable,Not applicable,UK - Scotland,Europe,Not applicable,4,30,W,57,30,N,-4.5,57.5,58.67,-1.77,56.25,-7.67,,,None,3,1
2022,Southern Scotland,Not applicable,Not applicable,UK - Scotland,Europe,Not applicable,4,0,W,55,30,N,-4,55.5,56.25,-2.03,54.63,-6.5,,,None,3,1
2023,Sotkamo,Sotkamo,Oulu,Finland,Europe,Not applicable,28,25,E,64,9,N,28.41666667,64.15,64.12,28.38,64.12,28.38,,,None,4,2
2024,Prairie du Sac,Prairie du Sac,Wisconsin,USA,North America,Not applicable,89,43,W,43,19,N,-89.71666667,43.31666667,43.3,-89.72,43.3,-89.72,,,None,4,1
2026,Serpukhov,Serpukhov,Moscow Oblast,Russian Federation,Europe,Not applicable,37,25,E,54,53,N,37.41666667,54.88333333,54.88,37.42,54.88,37.42,,,None,4,1
2027,Tataria,Not applicable,Tatarskaya Republic,Russian Federation,Europe,Not applicable,50,0,E,55,0,N,50,55,56.1,54.2,54,47.3,,,None,3,1
2029,Greenland,Not applicable,Not applicable,Greenland,North America,North Atlantic,40,0,W,73,0,N,-40,73,83.623032,-73.043083,59.7911,-12.15528,,,None,4,1
2030,Alakyla,Alakyla,Lappi,Finland,Europe,Not applicable,24,55,E,67,24,N,24.91666667,67.4,67.35,24.88,67.35,24.88,,,None,3,1
2031,Muotkatunturi,Not applicable,Lappi,Finland,Europe,Not applicable,26,0,E,68,0,N,26,68,69,28.5,67,23.5,,,"Approximate co-ordinates. The members of the Muotkatunturi Herdsmen's Committee occupy areas in the North of Finland, covering a total of 255,000 hectares, of which one fifth is suitable for winter herding.",3,1
2032,Kaldoaivi,Kaldoaivi,Lappi,Finland,Europe,Not applicable,28,0,E,69,45,N,28,69.75,69.75,27.85,69.75,27.85,,,None,3,1
2034,Zvenigorod,Zvenigorod,Moscow Oblast,Russian Federation,Europe,Not applicable,36,50,E,55,40,N,36.83333333,55.66666667,55.67,36.83,55.67,36.83,,,None,3,1
2035,Karelia (Karjala),Not applicable,Pohjois-Karjala,Finland,Europe,Not applicable,30,0,E,63,0,N,30,63,63,30,63,30,,,None,3,1
2036,"Site 30 Monchegorsk, Kola Peninsula",Monchegorsk,Murmansk Oblast,Russian Federation,Europe,Not applicable,33,1,E,67,55,N,33.01666667,67.91666667,67.92,33.02,67.92,33.02,,,30 km west of the smelter. Slightly polluted site.,3,2
2037,Bavaria,Not applicable,Bayern,Germany,Europe,Not applicable,12,0,E,49,0,N,12,49,50.5,13.83,47.25,9,,,None,3,1
2038,Southwest Germany,Not applicable,Rheinland-Pfalz,Germany,Europe,Not applicable,8,0,E,48,0,N,8,48,49,9.5,47.5,7.5,,,None,3,1
2039,Boda,Boda,Vastemorrland,Sweden,Europe,Not applicable,16,40,E,62,51,N,16.66666667,62.85,62.85,16.67,62.85,16.67,,,"There is also Boda, Kopparberg, Sweden, 15¡15'E, 61¡N.",3,1
2040,Rindal commune,Rindal,More Og Romsdal,Norway,Europe,Not applicable,9,13,E,63,4,N,9.216666667,63.06666667,63.07,9.22,63.07,9.22,,,None,4,2
2041,Gorzow,Gorzow,Gorzow,Poland,Europe,Not applicable,18,21,E,51,1,N,18.35,51.01666667,51.02,18.35,51.02,18.35,,,None,3,1
2042,Konin,Konin,Konin,Poland,Europe,Not applicable,18,12,E,52,12,N,18.2,52.2,52.2,18.25,52.2,18.25,,,None,3,1
2043,Koszalin,Koszalin,Koszalin,Poland,Europe,Not applicable,16,10,E,54,10,N,16.16666667,54.16666667,54.17,16.17,54.17,16.17,,,None,3,1
2044,Jelenia Gora,Jelenia Gora,Legnica,Poland,Europe,Not applicable,15,45,E,50,55,N,15.75,50.91666667,50.92,15.75,50.92,15.75,,,None,3,1
2045,Legnica,Legnica,Legnica,Poland,Europe,Not applicable,16,10,E,51,12,N,16.16666667,51.2,51.2,16.17,51.2,16.17,,,None,3,1
2046,Leszno,Leszno,Leszno,Poland,Europe,Not applicable,16,35,E,51,51,N,16.58333333,51.85,51.85,16.58,51.85,16.58,,,None,3,1
2047,Opole,Opole,Opole,Poland,Europe,Not applicable,17,56,E,50,40,N,17.93333333,50.66666667,50.67,17.93,50.67,17.93,,,None,3,1
2048,Pila,Pila,Pila,Poland,Europe,Not applicable,16,44,E,53,9,N,16.73333333,53.15,53.15,16.73,53.15,16.73,,,None,3,1
2049,Poznan,Poznan,Poznan,Poland,Europe,Not applicable,16,53,E,52,25,N,16.88333333,52.41666667,52.42,16.88,52.42,16.88,,,None,3,1
2050,Szczecin,Szczecin,Szczecin,Poland,Europe,Not applicable,14,32,E,53,25,N,14.53333333,53.41666667,53.42,14.53,53.42,14.53,,,None,3,1
2051,Walbrzych,Walbrzych,Walbrzych,Poland,Europe,Not applicable,16,19,E,50,48,N,16.31666667,50.8,50.8,16.32,50.8,16.32,,,None,3,1
2052,Wroclaw,Wroclaw,Wroclaw,Poland,Europe,Not applicable,17,0,E,51,5,N,17,51.08333333,51.08,17.05,51.08,17.05,,,None,3,1
2053,Carbondale,"Carbondale, Jackson County",Illinois,USA,North America,Not applicable,89,12,W,37,43,N,-89.2,37.71666667,37.72,-89.2,37.72,-89.2,,,None,3,1
2054,Algonquin National Park,Algonquin Park,Ontario,Canada,North America,Not applicable,78,36,W,45,34,N,-78.6,45.56666667,49.15,-77.5,45.18,-79.28,,,None,4,1
2055,Gavleborg county,Not applicable,Gavleborg,Sweden,Europe,Not applicable,16,30,E,61,30,N,16.5,61.5,62.33,17.5,60.2,14.5,,,None,3,1
2056,Barnfield,Egerton,Kent,UK - England,Europe,Not applicable,0,45,E,51,12,N,0.75,51.2,51.2,0.75,51.2,0.75,,,None,5,2
2057,Bangor,Bangor,Gwynedd,UK - Wales,Europe,Not applicable,4,8,W,53,13,N,-4.133333333,53.21666667,53.22,-4.22,53.22,-4.22,,,None,5,1
2058,Spurn Head,Patrington,East Riding of Yorkshire,UK - England,Europe,Not applicable,0,7,E,53,30,N,0.116666667,53.5,53.57,0.12,53.57,0.12,,,None,5,2
2059,Stratfield Mortimer,Stratfield Mortimer,Berkshire,UK - England,Europe,Not applicable,1,5,W,51,20,N,-1.083333333,51.33333333,51.37,-1.03,51.37,-1.03,,,None,5,1
2060,Brno,Brno,Jihomoravsky,Czech Republic,Europe,Not applicable,16,40,E,49,12,N,16.66666667,49.2,49.2,16.67,49.2,16.67,,,None,3,1
2061,Ceske Budejovice,Ceske Budejovice,Jihocesky,Czech Republic,Europe,Not applicable,14,30,E,49,0,N,14.5,49,49,14.5,49,14.5,,,None,3,1
2062,Karelia,Not applicable,Karelia,Russian Federation,Europe,Not applicable,35,0,E,65,0,N,35,65,66.6,38,60.7,29.3,,,None,3,1
2063,Mari (Mari El Republic),Yoshkar - Ola,Mari El,Russian Federation,Europe,Not applicable,47,52,E,56,38,N,47.86666667,56.63333333,57.33,50.1,55.8,45.6,,,None,3,1
2064,Udmurt (Republic of Udmurtia),Izhevsk,Udmurtia,Russian Federation,Europe,Not applicable,53,11,E,56,49,N,53.18333333,56.81666667,58.5,54.33,55.9,51.1,,,None,3,1
2065,Yakutia,Not applicable,Yakutskaya Republic,Russian Federation,Asia,Not applicable,130,0,E,62,0,N,130,62,75.75,160.67,55.5,110,,,Eastern Siberia. Also known as Sakha.,3,1
2066,Central Iowa,Not applicable,Iowa,USA,North America,Not applicable,93,0,W,42,0,N,-93,42,42.5,-92,41.4,-94.6,,,None,3,1
2067,Loppi,Loppi,Hame,Finland,Europe,Not applicable,25,0,E,61,0,N,25,61,60.75,24.43,60.75,24.43,,,Approximate co-ordinates. Loppi lies approximately 80km north of Helsinki.,2,1
2068,Palojarvi,Palojarvi,Lappi,Finland,Europe,Not applicable,22,47,E,68,33,N,22.78333333,68.55,66.62,27.13,66.62,27.13,,,None,3,1
2069,Northwest Germany,Not applicable,Not applicable,Germany,Europe,Not applicable,8,0,E,53,0,N,8,53,53.75,9,52,6.75,,,None,3,1
2070,Wageningen,Wageningen,Gelderland,Netherlands,Europe,Not applicable,5,40,E,51,58,N,5.666666667,51.96666667,51.97,5.67,51.97,5.67,,,"Text of source gives location as Wageningen, the graph label says Oranje Nassau's Oord, Holland.",4,1
2071,Southern Manitoba,Not applicable,Manitoba,Canada,North America,Not applicable,98,0,W,50,0,N,-98,50,52.83,-95.15,49,-101.5,,,None,3,1
2072,"Hokkaido, (district 15)",Not applicable,Hokkaido,Japan,Asia,Pacific,143,0,E,43,30,N,143,43.5,45.5,145.75,41.37,139.47,,,"Location of the district is unknown, so co-ordinates of Hakkaido Island have been given.",2,1
2073,"Hokkaido, (district 39)",Not applicable,Hokkaido,Japan,Asia,Pacific,143,0,E,43,30,N,143,43.5,45.5,145.75,41.37,139.47,,,"Location of the district is unknown, so co-ordinates of Hakkaido Island have been given.",2,1
2074,Prague/Praha,Prague,Praha,Czech Republic,Europe,Not applicable,14,25,E,50,5,N,14.41666667,50.08333333,50.08,14.42,50.08,14.42,,,None,4,1
2075,"South Saskatchewan, Canada",Not applicable,Saskatchewan,Canada,North America,Not applicable,107,0,W,50,0,N,-107,50,62,-76.72,49,-110,,,Regions: South Saskatchewan and Hudson Bay,3,1
2076,"Middle Saskatchewan, Canada",Not applicable,Saskatchewan,Canada,North America,Not applicable,107,0,W,54,0,N,-107,54,54.5,-102,52.75,-108.5,,,"Regions: Meadow lake, Prince Albert and Cumberland House",3,1
2077,"North Saskatchewan, Canada",Not applicable,Saskatchewan,Canada,North America,Not applicable,107,0,W,57,0,N,-107,57,60,-101.75,54.5,-110,,,"Regions: Pelican Narrows, Stanley, Isle a la Crosse and Athabasca",3,1
2079,Western Iceland,Not applicable,Not applicable,Iceland,Europe,Not applicable,21,0,W,65,0,N,-21,65,66.5,-13.5,20.5,-24.5,,,None,3,1
2080,Atholl Estate,Not applicable,Perth and Kinross,UK - Scotland,Europe,Not applicable,4,0,W,56,50,N,-4,56.83333333,56.83,-4,56.83,-4,,,None,3,1
2081,England,Not applicable,Not applicable,UK - England,Europe,Not applicable,1,30,W,53,0,N,-1.5,53,55.8,1.7667,49.95,-5.7,,,None,4,1
2082,Scotland - un-named area,Not applicable,Not applicable,UK - Scotland,Europe,Not applicable,4,0,W,56,0,N,-4,56,58.67,-1.77,54.63,-7.67,,,Estimated co-ordinates,2,1
2083,Solothurn,Solothurn,Solothurn,Switzerland,Europe,Not applicable,7,32,E,47,13,N,7.533333333,47.21666667,47.22,7.53,47.22,7.53,,,Solothurn is a town and an administrative division.,4,1
2084,"Site 28 Monchegorsk, Kola Peninsula",Monchegorsk,Murmansk Oblast,Russian Federation,Europe,Not applicable,33,1,E,67,55,N,33.01666667,67.91666667,67.92,33.02,67.92,33.02,,,28 km south of the smelter. Moderately polluted site.,3,1
2085,Unknown site in Germany,Not applicable,Not applicable,Germany,Europe,Not applicable,11,0,E,51,0,N,11,51,54.9174,5.869443,47.281101,15.03805,,12000,None,1,2
10000,Damariscotta Lake,"Jefferson, Lincoln County",Maine,USA,North America,Not applicable,69,27,W,44,10,N,-69.45,44.16666667,44.17,-69.5,44.17,-69.5,,,None,4,1
10001,Lake Ontario,Not applicable,Not applicable,Multiple or International jurisdiction,North America,Not applicable,78,0,W,43,30,N,-78,43.5,44.2,-46.13,43.2,-79.75,,,Canada and USA.,4,1
10002,Saint John River,Not applicable,New Brunswick,Canada,North America,Not applicable,66,52,W,45,55,N,-66.86666667,45.91666667,47.38,-66.03,45.22,-68.9,,,None,3,1
10003,NAFO 3LNO,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Not applicable,50,30,W,44,30,N,-50.5,44.5,49.2,-47,39,-55,,,None,3,1
10004,NAFO 3Ps,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Not applicable,55,30,W,46,0,N,-55.5,46,47.5,-54,40.75,-58.75,,,None,3,1
10006,NAFO 5YZ,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Not applicable,68,40,W,41,10,N,-68.66666667,41.16666667,44.75,-65.5,37.75,-70.83,,,None,3,1
10007,Bay of Biscay,Not applicable,Not applicable,Spain,Europe,North Atlantic Ocean,3,0,W,45,30,N,-3,45.5,43.78,-1.83,43.25,-7.9,0,,None,4,1
10010,Bec-Scie River,Not applicable,Quebec,Canada,North America,Not applicable,64,45,W,49,40,N,-64.75,49.66666667,50.25,-64.17,47,-70.5,,,Gulf of Saint Lawrence.,3,1
10011,River Bush,Not applicable,"Antrim, Northern Ireland",UK - Northern Ireland,Europe,Not applicable,6,30,W,55,8,N,-6.5,55.13333333,55.22,-6.32,55.13,-6.53,,,None,3,1
10013,Ellidaar River,Reykjavik,Gullbringu sysla,Iceland,Europe,Not applicable,22,0,W,64,0,N,-22,64,64.1,-21.83,64.1,-21.83,,,None,3,1
10014,Girnock Burn,Not applicable,Aberdeenshire,UK - Scotland,Europe,Not applicable,2,40,W,57,5,N,-2.666666667,57.08333333,57.1,-3.067,57.05,-3.3,,,Girnock Burn is a tributary of the Aberdeenshire Dee.,3,2
10017,Little Codroy River,Not applicable,Newfoundland,Canada,North America,Not applicable,59,0,W,47,55,N,-59,47.91666667,47.92,-59,47.92,-59,,,None,3,1
10018,Margaree River,Not applicable,Nova Scotia,Canada,North America,Not applicable,61,0,W,46,30,N,-61,46.5,46.5,-61.12,46.12,-61.07,,,None,3,1
10019,Miramichi River,Not applicable,New Brunswick,Canada,North America,Not applicable,65,30,W,46,58,N,-65.5,46.96666667,47.08,-65.33,46.75,-65.83,,,None,3,1
10020,Pollett River,Not applicable,New Brunswick,Canada,North America,Not applicable,65,5,W,46,0,N,-65.08333333,46,46,-65.03,45.87,-65.1,,,None,3,1
10021,Restigouche River,Not applicable,New Brunswick,Canada,North America,Not applicable,67,30,W,47,35,N,-67.5,47.58333333,47.58,-67.5,47.58,-67.5,,,None,3,1
10022,"Shelligan Burn, Section D",Crieff,Perth and Kinross,UK - Scotland,Europe,Not applicable,3,40,W,56,25,N,-3.666666667,56.41666667,-3.67,56.42,-3.67,56.42,,,River Almond,3,1
10024,Tobique River,Not applicable,New Brunswick,Canada,North America,Not applicable,67,20,W,47,10,N,-67.33333333,47.16666667,47.17,-67.33,47.17,-67.33,,,None,3,1
10025,Trinite (bay),Not applicable,Quebec,Canada,North America,Not applicable,67,15,W,49,25,N,-67.25,49.41666667,48.37,-52.97,47.53,-53.83,,,None,4,1
10026,Western Arm Brook,Not applicable,Not applicable,Canada,North America,North Atlantic Ocean,57,0,W,52,0,N,-57,52,51.75,-55.5,51.75,-55.5,,,"Salmon Fishing Area 14, Strait of Belle Isle, Gulf of Saint Lawrence.",3,1
10028,Connecticut River,Not applicable,"Connecticut, Massachusetts, New Hampshire, Vermont",USA,North America,Not applicable,72,15,W,43,55,N,-72.25,43.91666667,45,-71.5,41.27,-72.75,,,None,3,1
10032,East China Sea,Not applicable,Not applicable,Multiple or International jurisdiction,Asia,North Pacific Ocean,123,0,E,29,0,N,123,29,34,130.5,24,120,0,,None,3,1
10034,Lake Michigan,Not applicable,Not applicable,Multiple or International jurisdiction,North America,Not applicable,87,0,W,44,0,N,-87,44,46.13,-84.75,41.6,-88,,,Canada and USA.,4,1
10037,Lake Tjeukemeer/Tjeuke Meer,Not applicable,Friesland,Netherlands,Europe,Not applicable,5,47,E,52,50,N,5.783333333,52.83333333,52.83,5.78,52.83,5.78,,,None,4,2
